PID_79,HHID_79,core_sample,sample_wgts,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_HS,AFQT,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1978,real_earnings_1979,real_earnings_1980,real_earnings_1981,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1978,weeks_worked_1979,weeks_worked_1980,weeks_worked_1981,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79
70,70,1,600388,3,61,1,1,0,1,1,0,0,,,6,488,18,17,16,20,,6607.7578,16407.127,4797.7119,3615.4363,4378.6348,13431.746,10132.714,31832.992,47027.922,55297.379,54514,41709.258,65640.938,38855.309,40744.027,42924.41,40758.129,,,53328.914,,52583.652,40656.109,38776.023,52,42,52,16,48,51,48,52,52,52,52,52,39,37,46,52,52,52,,52,52,,52,52,52,1,0,0,0
71,70,1,545183,5,63,1,1,0,1,1,0,0,0,98.077003,7,554,19,17,16,17,,,,4797.7119,4519.2954,5473.293,4617.1626,4053.0854,5968.686,17275.563,23040.574,,121791.03,124877.88,125891.2,,200916.28,221667.17,,,,,,,,,,46,39,16,19,14,19,16,21,16,46,52,52,52,,52,52,52,,,,,52,,1,0,0,0
72,72,1,585611.94,12,59,1,1,0,1,0,0,0,1,80.538002,7,497,16,16,16,14,6019.9507,4505.2891,3969.4661,11994.279,14687.71,21455.309,28332.59,31411.412,40786.023,42229.156,42394.656,50117.711,50051.109,51231.953,38855.309,22635.57,18600.578,26492.785,47118.945,44325.332,43848.219,49126.801,42592.762,45738.125,40714.824,32,25,26,34,40,51,52,43,52,50,48,52,52,52,48,45,52,42,52,52,52,52,52,30,52,0,0,1,0
73,73,1,544924,11,63,1,0,1,1,1,0,0,0,81.527,6,545,,16,16,16,2006.6503,1201.4105,0,4797.7119,6778.9429,5473.293,16789.682,5066.3569,,20154.824,51610.887,,,,62168.496,42253.066,15738.95,,259311.25,290577.16,142210.44,312419.66,157750.97,111804.3,,,,0,10,15,18,6,12,,23,52,,,,52,47,14,,40,52,52,52,52,52,,1,0,0,0
74,74,1,585611.94,11,59,1,1,0,1,0,0,0,1,95.536003,8,481,14,14,16,15,8695.4844,11761.809,11379.136,13673.479,33894.715,9851.9277,12592.262,14185.799,29843.43,28792.605,,,0,,,,,,,,,,,,,31,50,49,49,52,49,44,48,51,48,28,52,52,40,44,52,,,,,,,,,,1,0,0,0
75,74,1,520586.34,3,62,1,1,0,1,0,0,0,1,83.378998,11,493,16,16,16,14,,,5292.6216,1919.0847,2033.6829,3502.9077,4197.4204,27358.326,41780.805,26873.098,49767.641,45721.418,48382.738,56034.949,46626.371,60361.523,54370.918,57061.383,39265.785,,35552.609,44660.727,52583.652,86394.234,111481.07,11,31,27,17,42,41,36,52,52,44,52,52,52,52,52,52,52,52,52,52,52,52,52,48,52,1,0,0,0
76,74,1,576700,2,64,1,1,0,1,1,0,0,0,42.779999,9,470,14,14,16,16,,,,,677.89429,3065.0442,7345.4858,7498.208,27853.869,25913.346,29491.936,80891.742,43377.629,41625.961,37301.098,36216.914,34339.527,35323.715,39265.785,44325.332,44547.418,41311.172,52583.652,71148.195,67858.039,,,20,52,23,12,28,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
77,77,1,628447.31,5,64,1,1,0,1,0,0,0,0,96.834999,7,470,16,16,16,16,,,,,1581.7534,1970.3855,2098.7102,3647.7769,25864.307,42229.156,44237.902,50996.969,51552.645,64039.941,69939.555,65190.445,67248.242,95102.305,73296.133,83725.625,81743.742,106069.23,78875.484,111804.3,87246.055,,,,9,9,13,35,21,33,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
78,78,1,635857.25,4,57,1,1,0,1,0,0,0,1,85.347,6,506,16,16,18,16,2341.092,17408.438,39694.66,32384.555,42933.305,42691.688,35678.074,34451.227,38696.98,49907.184,47924.395,2461.9226,25846.393,16650.385,0,0,0,0,0,,19344.174,16364.807,,,,44,21,52,52,50,52,35,43,52,52,52,32,52,38,0,0,0,0,0,,18,52,,,,1,0,0,0
79,78,1,544652,4,60,1,1,0,1,1,0,0,1,96.084,7,539,18,17,18,16,4347.7422,6908.1104,8997.4561,4078.0549,2259.6477,0,0,40530.855,66918.922,149721.55,140086.69,153342.61,163500.3,6588248,243015.09,253061.16,200916.28,221667.17,259311.25,290577.16,315153.72,,,,,10,15,30,34,6,0,0,45,50,52,52,52,52,52,52,52,0,52,52,52,48,,,,,1,0,0,0
80,80,1,544924,6,63,1,1,0,1,1,0,0,0,78.759003,8,534,17,17,20,14,,,,4797.7119,4519.2954,,3567.8076,,,,,12309.613,12512.777,12807.988,11656.593,24144.609,17169.764,19020.461,20287.322,12928.222,15406.131,14514.736,16826.77,32524.889,22296.213,,,26,32,24,,16,,,0,7,42,47,52,52,52,43,46,46,50,40,42,52,40,52,1,0,0,0
81,80,1,576700,9,64,1,1,0,1,1,0,0,0,29.497,4,477,19,14,20,12,,,,,0,,1259.2262,0,2188.5183,6526.3237,5529.7378,5275.5483,6673.4814,4802.9956,6216.8496,6036.1523,22893.018,,14397.455,,47403.477,44660.727,,,,,,,10,0,,14,0,15,12,13,30,51,32,38,30,52,35,18,,52,22,,,,1,0,0,0
82,82,1,178713,9,58,1,1,0,0,1,0,1,0,2.168,7,517,12,12,0,0,11036.577,0,0,,,,0,0,,,0,0,0,0,0,0,3290.8713,,0,,,,0,,,35,0,0,,,,0,0,,8,17,0,0,0,0,0,11,10,0,,,,0,,,1,0,0,0
83,83,1,169016,7,60,1,1,0,1,1,0,1,0,2.3659999,9,380,9,9,12,6,,12014.104,5292.6216,10794.852,13309.325,10946.586,9618.3896,14179.72,9947.8105,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,52,50,20,46,44,52,52,52,47,45,15,0,0,10,52,16,0,0,0,0,0,0,0,0,0,1,0,0,0
84,83,1,160046,4,63,1,1,0,1,1,0,1,0,21.007999,10,435,12,12,12,3,,,,1122.6646,6778.9429,0,0,0,0,0,0,0,0,0,0,301.80762,1287.7323,0,0,14775.11,0,0,0,0,0,,,9,8,33,0,0,0,0,0,0,0,0,0,0,0,20,0,0,51,0,0,0,0,0,1,0,0,0
85,85,1,198452,6,59,1,1,0,1,1,0,1,0,2.427,7,466,7,7,11,11,4906.2598,0,1058.5243,1679.1991,0,2189.3174,4197.4204,5269.0112,,,,1846.4419,0,0,,150.90381,,0,,18468.887,,0,0,0,0,22,0,44,37,0,15,34,30,,49,17,5,2,0,0,0,,0,52,52,46,0,0,0,0,1,0,0,0
86,85,1,242696,10,60,1,1,0,1,0,0,1,0,7.198,8,500,9,9,9,9,1672.2086,1201.4105,0,0,0,0,0,0,0,0,0,0,1051.0732,3041.8972,3419.2673,,14308.137,13586.044,19632.893,12312.592,12443.413,15631.255,13671.75,22360.861,21326.813,9,5,0,0,0,0,0,0,0,0,0,0,6,52,52,52,47,52,52,52,52,52,52,52,51,1,0,0,0
87,85,1,160046,4,63,1,1,0,1,1,0,1,0,12.463,10,506,12,12,12,11,,,,0,0,,18888.393,31614.066,35812.117,,27648.689,31653.291,11678.592,20012.482,24867.398,3772.5952,11446.509,24454.879,18324.033,17237.629,,18980.809,29446.846,26435.619,23265.613,,,7,0,45,,52,52,52,52,52,22,45,52,30,2,52,52,42,52,31,52,52,52,52,1,0,0,0
88,88,1,243370,4,57,1,0,0,1,1,0,1,1,80.797997,5,647,16,16,12,12,13377.669,15017.631,37048.348,41979.977,31635.066,37831.402,25184.523,8916.7881,55707.738,53746.195,27464.365,38687.355,35869.961,48029.957,32638.461,30180.762,33051.797,32063.063,40574.645,0,0,26796.436,35756.883,30492.082,24235.016,25,44,52,52,52,52,52,52,52,52,36,52,52,52,52,52,52,52,52,0,0,48,52,28,43,1,0,0,0
89,89,1,262478,3,59,1,0,0,0,0,0,1,1,84.980003,6,527,16,16,12,12,10033.252,4505.2891,6615.7769,5997.1396,20336.828,27366.467,33999.105,35464.5,43770.363,47027.922,50689.266,54514,60061.332,57635.945,53620.328,58852.484,58663.359,50268.363,52354.383,59100.441,56884.176,69224.125,58893.691,,,38,30,39,36,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,1,0,0,0
90,90,1,540623,9,58,1,1,0,0,1,0,0,1,80.297997,6,494,16,16,4,5,6019.9507,2402.821,22758.271,17991.42,2711.5771,36123.734,41134.723,48231.719,57100.43,65647.141,68200.102,73857.68,80081.773,86453.922,83927.469,95069.398,91572.07,89667.891,117797.36,131129.11,124434.13,16747.773,126200.77,130099.55,116328.07,19,13,47,40,22,52,52,52,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
91,90,1,466011.53,7,63,1,1,0,1,0,0,0,0,22.823,10,447,16,16,3,5,,,,0,4270.7339,3421.9028,0,3850.4312,5968.686,24953.592,36864.918,33411.805,46714.367,44827.957,23313.186,48289.219,48647.664,47551.152,,71413.031,47403.477,33495.547,31550.193,30492.082,21326.813,,,8,0,23,30,0,16,44,44,48,52,50,52,23,52,52,52,,52,25,52,52,52,52,1,0,0,0
92,92,1,448607.03,8,62,1,0,0,1,0,0,0,0,44.375,8,538,12,12,12,12,,,7938.9321,10053.605,2575.9983,3553.262,6715.873,6890.2451,6366.5986,6718.2744,4423.7905,4396.2905,5839.2959,1520.9486,4662.6372,5281.6333,5723.2544,9510.2305,23428.586,23393.924,24886.826,27912.955,25240.154,26365.488,34898.422,7,48,49,45,14,26,52,52,52,52,36,52,52,40,35,52,38,50,47,34,52,52,52,52,41,1,0,0,0
93,93,1,477050,6,64,1,1,0,1,1,0,0,0,28.438,14,542,12,12,7,10,,,,,9942.4502,4378.6348,0,0,0,13436.549,29491.936,33411.805,31532.199,30258.873,27975.822,25653.646,31477.9,43475.34,52354.383,89881.922,87696.438,89728.984,100960.62,86394.234,84337.852,,,,52,35,31,0,0,0,19,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
94,94,1,574026,2,57,1,1,0,1,1,0,0,,,12,518,10,10,10,10,7357.7178,24028.209,31755.729,38381.695,36154.363,37218.395,41974.207,42557.398,45759.926,,44237.902,42204.387,45046,40024.965,,40744.027,38631.969,,43192.363,51712.887,47403.477,46893.762,44170.27,44721.723,42653.625,23,49,41,52,52,52,52,52,52,,52,52,52,52,52,52,52,,46,52,52,52,52,52,52,1,0,0,0
95,94,1,465983.75,7,60,1,1,0,1,0,0,0,1,34.573002,12,435,12,12,10,10,10033.252,24028.209,15348.602,21589.703,18077.182,26271.807,27283.234,24318.514,0,767.8028,0,351.70322,10010.222,11206.989,9325.2744,18108.457,15738.95,16303.252,26177.191,39400.293,33182.434,33495.547,46273.617,46754.527,48470.031,52,45,52,47,52,51,52,42,0,10,4,2,51,52,52,52,52,52,52,52,52,51,52,49,52,1,0,0,0
96,96,1,107936,6,61,1,1,0,1,0,0,0,0,36.771999,12,417,12,12,,6,10033.252,21024.684,17333.334,599.71399,4519.2954,11603.382,20147.619,28371.598,29843.43,28792.605,36864.918,31653.291,36704.148,28817.973,35746.887,34707.875,32908.715,47551.152,49736.664,34475.258,45033.305,24005.141,47325.289,54377.547,48470.031,26,15,33,0,20,39,45,52,50,39,52,52,50,35,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
97,97,1,621499,2,58,1,1,0,1,0,0,0,0,59.410999,8,412,12,12,11,12,26755.338,17420.451,26463.107,7196.5679,28326.943,41995.484,37776.785,38504.313,27853.869,38390.141,36864.918,50996.969,48382.738,48029.957,54397.434,54325.371,54370.918,50268.363,36648.066,39400.293,52143.824,54709.391,53635.328,52852.945,0,52,31,52,50,50,52,52,52,34,52,52,47,52,52,52,52,52,43,52,52,50,52,52,29,0,1,0,0,0
98,98,1,121899,9,57,1,1,0,1,0,0,0,1,69.552002,12,488,13,13,14,17,13043.227,15017.631,,0,12428.063,22024.531,19937.748,21886.662,22879.963,15356.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,42,31,0,46,52,52,52,52,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99,99,1,575216.69,9,57,1,1,0,1,0,0,0,,,8,502,14,14,16,12,26755.338,33038.789,,26387.414,,,31480.654,37693.695,,3839.0142,9216.2295,1758.5161,4170.9258,1120.699,3885.531,754.51904,858.48816,2717.2087,5235.438,6156.2959,9954.7305,10048.664,11568.404,35574.098,33929.02,52,52,,52,,,52,52,52,50,52,52,52,52,52,52,52,44,52,52,52,42,52,49,52,1,0,0,0
100,100,1,489210.38,10,63,1,0,1,1,0,0,0,0,40.421001,7,467,12,12,,8,,,,35982.84,24856.125,,0,10132.714,0,1151.7042,23962.197,32532.549,35035.777,22413.979,38855.309,39234.988,45786.035,20379.064,56280.961,60331.699,63994.695,64758.055,60997.039,81312.219,77552.047,,,52,52,52,,4,15,0,12,42,52,52,29,52,52,52,52,52,52,52,52,52,45,52,1,0,0,0
101,101,1,567537,9,58,1,1,0,1,1,0,0,1,87.367996,6,556,19,17,6,10,17725.41,12686.895,29109.418,47977.117,56491.191,59111.566,65060.02,85114.797,79582.484,76780.281,77416.328,73245.711,73408.297,75246.93,77710.617,81488.055,81556.375,88309.281,,,113768.35,,,113837.11,,50,19,33,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,52,,,52,,1,0,0,0
102,101,1,568514.13,8,64,1,1,0,1,0,0,0,0,56.648998,5,522,16,16,5,10,,,,,3902.4116,2189.3174,8394.8408,10132.714,9947.8105,32631.619,29491.936,29894.773,33367.406,48029.957,49734.797,,,,,,,,,,,,,,37,52,52,52,52,52,52,52,52,52,45,48,52,52,52,,52,52,52,52,52,52,1,0,0,0
103,103,1,600692,5,58,,,,1,1,0,0,1,76.420998,9,481,18,16,,11,6688.8345,18021.156,23287.533,31185.127,15817.533,18171.334,25184.523,16212.342,47749.488,55665.703,55297.379,56272.516,55056.219,70443.938,69939.555,70924.789,64386.613,66571.617,74604.992,73875.547,73475.391,75923.234,71513.766,72164.594,96940.063,52,49,52,52,22,44,47,34,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,52,1,0,0,0
104,104,1,576462.56,6,58,1,1,0,1,0,0,0,1,48.174999,6,606,,12,0,12,23410.92,33038.789,31755.729,33583.98,28281.75,31745.1,,,,,,,,,59060.07,61568.754,64386.613,72006.031,65442.977,,,,,,,49,52,52,52,37,35,,,,,,,,,52,52,52,47,52,,,,,,,1,0,0,0
105,105,1,121520,9,58,1,0,1,1,0,0,0,1,81.787003,7,407,12,12,12,12,40133.008,43851.48,40223.922,35982.84,32764.891,37875.188,34716.867,36579.098,24990.889,38006.238,38431.68,37632.246,43878.141,38744.164,37611.941,39536.797,38631.969,11553.571,34815.664,,38511.77,44660.727,49007.965,52852.945,52347.633,52,52,52,52,52,52,51,52,41,52,52,52,52,52,52,52,52,8,51,,50,52,52,52,52,1,0,0,0
106,106,1,548662,1,61,1,1,0,1,1,0,0,1,87.651001,6,448,16,16,9,12,9364.3682,9010.5781,9791.3496,11994.279,0,10946.586,46171.625,45597.211,45759.926,51826.691,51610.887,61548.066,61729.703,64039.941,55951.645,78469.977,75833.125,84233.469,92929.031,105888.29,110213.09,117234.41,110425.67,111804.3,121175.07,52,52,50,50,0,41,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,52,52,52,1,0,0,0
107,107,1,437063,2,62,1,1,0,1,1,0,0,1,65.347,7,472,16,15,9,11,,,15877.864,15592.563,11976.133,15325.221,14690.972,18238.885,23874.744,36854.535,36864.918,40270.02,41709.258,40024.965,41963.734,42253.066,50078.477,50268.363,50391.094,50481.625,52143.824,48010.281,49428.637,51836.543,52347.633,26,52,52,50,52,52,52,52,52,52,52,52,52,48,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
108,107,1,597530,7,58,1,1,0,1,1,0,0,1,96.818001,6,484,20,16,8,11,9364.3682,12014.104,11114.505,11994.279,20336.828,17514.539,11333.035,16212.342,19895.621,33591.375,18432.459,28136.258,20020.443,25615.977,31084.248,30180.762,21462.205,0,65442.977,116969.63,82956.086,0,73617.117,66066.18,58164.035,52,52,52,45,39,31,30,40,34,35,44,44,37,35,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
109,109,1,495828.56,4,62,1,1,0,1,0,0,0,1,57.445,8,433,12,12,12,12,,,0,16791.99,22596.477,29555.783,31480.654,30398.141,37403.766,48947.43,36864.918,49238.453,49216.926,51231.953,55796.227,54325.371,57661.789,,,,,,,,,0,15,1,48,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,,,,,,1,0,0,0
110,110,1,634448,5,57,1,1,0,1,1,0,0,1,64.696999,9,381,12,12,12,12,,27031.736,43664.125,44378.832,56491.191,60326.637,54566.469,38504.313,45759.926,51826.691,51610.887,59789.547,59227.145,58756.645,66054.023,64737.734,67963.648,92385.094,75913.852,76338.07,80585.914,128399.59,95702.25,95541.859,87246.055,25,43,52,52,52,52,52,37,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
111,110,1,557760.94,6,59,1,1,0,1,0,0,0,1,46.195,6,538,12,12,10,11,17725.41,24028.209,31755.729,21589.703,9490.5205,0,0,0,0,0,0,0,0,2561.5977,,,15738.95,14944.648,41883.504,41862.813,43848.219,40194.656,42066.922,38623.305,38776.023,52,49,52,52,11,0,0,0,0,0,1,0,0,13,48,35,52,52,52,52,52,52,52,48,52,1,0,0,0
112,110,1,515064.41,9,63,1,1,0,0,0,0,0,0,39.528999,12,480,11,11,8,12,,,,479.77118,0,3218.2964,16420.309,34451.227,18900.84,17275.563,31335.182,33411.805,30864.852,27216.975,41963.734,30180.762,14308.137,4075.813,,985.00732,17776.305,7815.6274,,16262.444,31020.818,,,40,5,0,13,45,52,50,52,52,52,52,33,52,51,50,52,,13,43,45,52,50,52,1,0,0,0
113,113,1,498213,1,63,1,1,0,0,1,0,0,0,64.537003,8,408,,12,7,6,,,11246.82,0,0,,0,10132.714,,,,,,,,,,,,,,,,,,24,33,50,0,0,0,0,23,,,,,,,,,,,,,,,,,,1,0,0,0
114,113,1,634448,1,57,1,1,0,0,1,0,0,1,75.984001,8,555,12,12,7,6,51838.465,46554.656,58218.836,52774.828,33894.715,24082.49,52467.758,,43770.363,,67278.477,78253.969,,,,,,,,,,,,,,52,52,52,52,47,52,52,,52,,52,52,,,,,,,,,,,,,,1,0,0,0
115,115,1,553355.56,8,60,1,1,0,1,0,0,0,1,85.491997,7,647,,16,12,10,10983.066,901.05786,3175.5728,6592.0562,1807.7181,8757.2695,14690.972,,,,,,,,,,,,,,,,,,,52,33,15,25,22,50,52,,,,,,,,,,,,,,,,,,,1,0,0,0
116,115,1,553387.63,12,63,1,1,0,1,0,0,0,0,62.653999,13,528,15,,12,10,,,,2398.856,6778.9429,13135.903,,,,,,,37538.332,,,,,,,,,,,,,,,15,25,36,28,,,,,,,52,,,,,,,,,,,,,1,0,0,0
117,115,1,642377,9,59,1,1,0,1,1,0,0,1,98.348999,8,647,15,15,12,10,29430.871,18021.156,21170.486,23988.559,45192.953,56922.25,54776.34,60796.281,59686.859,67182.75,71886.594,70340.648,70071.555,67241.938,68385.344,81488.055,88710.445,,73296.133,64025.477,73475.391,92671.008,52583.652,30492.082,48470.031,29,19,13,25,52,52,52,52,49,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
118,118,1,504899.97,10,61,0,0,0,1,0,0,0,0,29.212,6,349,9,9,8,11,,9010.5781,9262.0869,5997.1396,4722.6636,7662.6104,19937.748,24318.514,,,31335.182,32532.549,30864.852,25615.977,37301.098,33198.836,39347.375,49453.199,,,,,,,,23,44,34,25,35,45,48,52,,,52,52,49,40,52,52,52,52,,,,,,,,1,0,0,0
119,118,1,681655,5,57,1,1,0,1,1,0,0,1,27.671,8,578,16,15,8,11,8361.043,6007.0522,3175.5728,1919.0847,6778.9429,17514.539,0,18238.885,43770.363,49907.184,31335.182,29894.773,25025.555,8004.9927,0,7545.1904,6438.6616,27172.088,44501.223,49250.367,29627.174,13398.218,0,0,21326.813,12,49,29,6,19,52,45,52,52,52,52,52,52,52,52,52,52,52,52,52,50,8,22,0,0,1,0,0,0
120,120,1,469582,3,62,1,1,0,1,1,0,0,1,97.847,9,381,16,16,12,16,,9310.9307,3969.4661,16791.99,18077.182,32839.758,58763.887,50663.57,79582.484,92136.336,110594.76,140681.3,104273.15,120074.89,243015.09,147885.73,200916.28,221667.17,78531.57,290577.16,315153.72,167477.73,323729.16,111804.3,2908.2017,30,49,52,34,50,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
121,120,1,643095.13,9,64,1,1,0,1,0,0,0,0,92.617996,5,647,17,16,15,17,,,,,2711.5771,3283.9758,6296.1309,12159.257,13926.935,30712.113,36864.918,36928.84,43377.629,48029.957,43517.945,1810.8457,25754.646,35323.715,41883.504,43094.07,40385.395,45777.246,47325.289,48787.332,58164.035,,,,19,34,34,47,52,52,52,52,52,52,52,42,1,52,52,52,52,52,52,52,50,52,1,0,0,0
122,122,1,589485,11,61,1,1,0,1,1,0,0,1,52.132,8,484,12,12,10,11,,12014.104,15877.864,28786.271,22596.477,43786.344,44072.918,53703.383,51728.613,57585.211,58983.871,61548.066,0,80049.93,40409.523,67906.711,8584.8818,0,,49250.367,118508.7,0,1577.5096,25410.068,72705.047,27,41,52,52,40,42,52,52,52,52,52,52,52,49,52,52,8,1,,31,52,52,52,52,52,1,0,0,0
123,123,1,469582,7,62,1,1,0,1,1,0,0,1,92.204002,12,412,15,14,16,16,,,15404.175,11274.623,22144.547,40283.438,43653.176,,35414.203,36470.633,38708.164,38687.355,,,45072.16,46780.18,,,,,,,,,,48,51,50,50,52,52,52,,52,52,52,52,,,52,52,,,,,,,,,,1,0,0,0
124,124,1,504899.97,3,61,1,1,0,1,0,0,0,0,40.113998,9,381,15,15,14,14,4347.7422,600.70526,2646.3108,3118.5127,3389.4714,656.79517,4197.4204,18238.885,13926.935,9597.5352,0,351.70322,2002.0444,0,0,0,1430.8136,0,0,0,0,1228.17,0,0,242.35014,0,34,11,16,32,4,32,49,52,37,0,5,11,2,0,0,21,0,0,22,0,7,0,0,0,1,0,0,0
125,124,1,681655,2,57,1,1,0,1,1,0,0,1,32.106998,4,572,13,13,14,12,13377.669,12014.104,23816.797,23988.559,22596.477,15325.221,,30398.141,,,0,10551.097,20020.443,19211.982,23313.186,56588.926,0,16303.252,9423.7891,0,,,,,,52,13,52,52,52,52,52,52,,,0,18,52,52,52,52,0,0,0,52,,,,,,1,0,0,0
126,124,1,641990,12,58,1,1,0,1,1,0,0,1,67.259003,8,480,14,14,15,14,1337.7668,4204.9365,52926.215,59971.398,64173.992,44881.004,46171.625,55121.961,52508.52,95975.352,134556.95,98476.906,88423.625,68842.938,0,69415.75,58663.359,55702.777,49736.664,80031.844,77030.648,94904.047,68358.75,45738.125,63011.039,30,25,51,52,52,52,50,52,50,52,52,52,52,52,52,52,52,52,48,52,0,52,52,52,52,1,0,0,0
127,127,1,535015,3,60,1,1,0,1,1,0,0,0,36.286999,8,328,12,12,12,12,1337.7668,1525.7913,5821.8833,0,0,597.68359,5248.8745,530.95422,,,,,0,0,1119.033,181.08456,,,,,,,,,,24,6,23,0,0,6,29,15,,,,,0,0,0,10,,,,,,,,,,1,0,0,0
128,128,1,648520.88,7,58,1,1,0,1,0,0,0,1,59.846001,10,596,12,12,12,10,26086.453,27932.793,22493.641,23988.559,23726.301,26271.807,30960.174,34451.227,38995.418,42229.156,42394.656,42556.09,43377.629,45079.316,48180.586,49798.258,,51011.52,65442.977,65872.367,,72573.68,68358.75,80600.742,,52,52,48,52,52,52,52,52,52,52,52,52,52,52,52,52,,52,52,52,,52,52,52,52,1,0,0,0
129,129,1,563174,9,60,1,1,0,1,1,0,0,1,92.817001,8,647,16,16,14,13,1337.7668,4505.2891,2910.9417,5037.5972,7459.0972,48383.91,54566.469,62822.824,61676.422,76780.281,73729.836,75616.195,73408.297,80049.93,82373.258,82997.094,82987.195,81516.258,89002.445,88650.664,88881.523,89321.453,99908.945,116886.32,91123.656,52,35,9,11,25,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
130,130,1,133678,10,59,1,1,0,0,0,0,0,,,14,345,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
131,131,1,123438,4,60,1,1,0,1,0,0,0,,,,,,,15,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
132,132,1,133678,9,59,1,1,0,0,0,0,0,,,,,,,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
133,133,1,560758,12,62,1,1,0,1,0,0,0,0,57.983002,9,521,12,12,11,10,,,6880.4077,10554.966,9047.6289,4378.6348,15423.422,28371.598,25864.307,30712.113,40551.41,42204.387,45046,54433.949,54397.434,48289.219,60094.172,61137.195,,68950.516,61624.523,58058.945,59945.367,,0,52,52,39,41,47,49,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,52,1,0,0,0
134,134,1,526494,6,61,1,1,0,1,1,0,0,0,47.098,7,539,12,12,12,9,,19522.92,47633.594,35982.84,49712.25,24082.49,44072.918,50663.57,,57585.211,55297.379,68582.133,63398.07,89655.914,54397.434,94314.875,107311.02,81516.258,,,,,,81312.219,,33,44,48,52,52,35,52,52,,52,52,52,52,47,36,23,52,52,,,,,,22,,1,0,0,0
135,134,1,505963,8,64,1,1,0,1,1,0,0,0,38.314999,10,381,15,13,12,9,,,,,3389.4714,8757.2695,7345.4858,22291.971,49739.051,9597.5352,42394.656,33411.805,38372.516,36822.965,51289.008,51307.293,45786.035,48909.758,,86.188141,74660.477,,84133.844,91476.25,77552.047,,,,39,47,32,52,52,52,52,52,49,52,42,52,44,52,52,52,52,52,,52,52,52,1,0,0,0
136,136,1,581147.81,10,57,1,1,0,1,0,0,0,1,5.875,7,582,12,12,12,10,0,,,0,0,0,0,,2586.4307,,33178.426,38687.355,36704.148,0,0,1509.0381,8138.4683,0,0,0,,0,0,0,0,0,6,,0,0,0,0,43,52,52,52,52,50,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0
137,137,1,450948.09,7,61,1,1,0,1,0,0,0,1,87.282997,10,555,16,15,16,13,,12314.457,4763.3594,9595.4238,29375.42,43786.344,49949.305,53375.082,63665.984,67182.75,66356.852,63306.582,93428.734,56034.949,55951.645,75451.906,200916.28,221667.17,259311.25,129282.21,315153.72,312419.66,323729.16,317446.97,168704.78,52,33,19,32,52,52,52,52,52,52,52,48,49,39,52,52,52,52,52,52,52,52,52,51,52,1,0,0,0
