PID_79,HHID_79,core_sample,sample_wgts,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_HS,AFQT,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1978,real_earnings_1979,real_earnings_1980,real_earnings_1981,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1978,weeks_worked_1979,weeks_worked_1980,weeks_worked_1981,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79
2817,2817,1,472863.69,11,63,1,0,1,1,0,0,0,0,8.2530003,9,406,9,9,10,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0
2818,2818,1,549517.56,7,64,1,1,0,1,0,0,0,0,72.321999,8,348,12,12,3,6,,,,0,451.92953,2189.3174,5036.9048,6079.6284,4377.0366,7294.127,5898.3872,18288.568,14164.464,4226.6362,12589.12,,17169.764,0,40574.645,41247.184,45033.305,45777.246,50480.309,61492.367,72705.047,,,,0,12,37,49,52,24,40,22,52,39,41,49,52,49,0,52,52,45,52,52,52,52,0,0,1,0
2819,2819,1,526445.88,9,58,1,1,0,1,0,0,0,1,3.957,10,322,12,12,10,12,28427.547,0,5080.9165,0,0,0,0,4806.9595,11937.372,15770.67,15335.807,17585.162,16683.703,11206.989,12433.699,15090.381,15738.95,14944.648,,,35552.609,,21033.461,36590.5,0,11,0,33,11,0,0,0,20,52,52,52,52,50,52,36,52,52,52,,,52,52,52,52,52,0,0,1,0
2820,2820,1,415286,12,62,0,1,0,1,1,0,0,0,28.290001,9,460,12,12,12,12,,,,22309.359,,24082.49,23085.813,4053.0854,11937.372,17275.563,20275.705,,23357.184,41625.961,21758.973,18108.457,37201.156,50268.363,39265.785,39400.293,,24563.4,,,,0,14,,28,,52,43,17,25,19,41,,46,44,36,52,45,45,0,52,,52,,,,0,0,1,0
2821,2820,1,602838,8,57,1,1,0,1,1,0,0,1,79.617996,8,488,14,14,12,12,7223.9409,15726.463,12863.716,40780.551,49712.25,43786.344,73559.797,54716.652,,44148.66,,36928.84,50051.109,35221.969,43517.945,0,50078.477,,,,82956.086,66991.094,73617.117,,,13,47,47,47,52,42,50,52,,52,,52,52,35,46,24,52,,,,52,52,52,,,0,0,1,0
2822,2822,1,193696,7,57,1,1,0,1,0,1,0,0,.074000001,9,384,8,8,0,5,2113.6716,1802.1157,0,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,8,14,0,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,1,0,0,0
2823,2823,1,582090.25,1,61,1,1,0,1,0,0,0,1,62.368999,6,464,12,12,10,10,10033.252,16170.985,17468.297,21589.703,24856.125,27760.543,20987.104,14185.799,21885.182,15356.057,21934.627,14391.696,26693.926,14913.302,12205.23,12072.305,11446.509,8151.626,58898.68,51712.887,,55825.91,68358.75,60984.164,58164.035,51,52,52,52,52,52,40,52,52,52,49,49,52,52,52,52,52,52,52,52,,52,52,52,52,1,0,0,0
2824,2823,1,637989.94,12,63,1,1,0,1,0,0,0,0,45.396,10,296,12,12,11,11,,,,479.77118,6885.1465,13135.903,20987.104,18238.885,23874.744,28792.605,22118.951,43962.902,36704.148,44827.957,31084.248,0,17169.764,47551.152,,,,,,,,,,4,3,51,52,52,52,52,52,41,52,43,52,8,0,52,52,,,,,,,,1,0,0,0
2825,2823,1,637989.94,12,63,1,1,0,1,0,0,0,0,36.159,11,387,12,12,11,11,,,,7748.3047,6044.5576,8757.2695,14690.972,16212.342,11937.372,23034.084,31335.182,40445.871,45046,38423.965,35746.887,34707.875,8584.8818,14944.648,43192.363,,,,,,,,,2,50,32,38,52,52,52,52,52,52,52,43,52,50,52,52,52,,,,,,,1,0,0,0
2826,2826,1,690877.63,11,59,1,1,0,1,0,0,0,0,44.484001,6,505,12,12,9,9,2675.5337,14416.926,1720.1019,23748.674,21466.652,19703.855,23085.813,24318.514,25876.244,24953.592,31335.182,0,1985.3607,0,0,0,0,0,0,0,0,0,,,,10,33,46,50,52,37,52,52,52,17,23,0,15,0,0,0,4,0,0,0,0,0,,,,1,0,0,0
2827,2827,1,542154,12,60,1,1,0,1,1,0,0,,,7,,,,5,12,6688.8345,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
2828,2828,1,582090.25,2,61,1,1,0,0,0,0,0,0,18.908001,10,406,10,10,1,1,2504.9685,0,0,0,0,0,1049.3551,0,0,0,12902.722,1758.5161,6940.4204,0,3108.4248,34707.875,42924.41,13586.044,,332.43997,,26796.436,42066.922,60984.164,45561.828,10,0,0,0,0,0,7,0,0,0,44,26,20,1,13,52,52,52,52,52,46,52,52,52,52,1,0,0,0
2829,2828,1,637989.94,5,63,1,1,0,0,0,0,0,0,4.5170002,10,406,12,12,4,1,,,,14393.136,3118.3137,4378.6348,0,2026.5427,17906.059,11517.042,31335.182,43962.902,40040.887,0,0,0,751.17719,31709.826,0,0,15406.131,35728.582,50480.309,53564.426,0,,,50,49,14,17,3,8,52,52,40,52,44,0,0,0,6,37,0,0,0,0,52,46,0,1,0,0,0
2830,2830,1,542425,6,63,1,1,0,1,1,0,0,0,72.247002,10,394,,12,12,9,,,,7184.5732,7004.9077,27861.252,18888.393,23305.242,18900.84,24953.592,,,,,24867.398,16599.418,17169.764,19971.484,22905.043,24009.555,28442.088,21213.846,15669.929,,,,,25,27,21,52,50,49,50,46,,,,,52,49,52,52,52,52,52,52,52,,,1,0,0,0
2831,2831,1,673880.19,10,60,1,0,1,1,0,0,0,1,47.539001,6,578,12,12,,9,4347.7422,15017.631,23816.797,20390.275,20336.828,26271.807,10493.552,24318.514,49739.051,34551.125,73729.836,11957.91,11678.592,19211.982,24867.398,45271.141,11446.509,29889.297,26177.191,30781.479,17776.305,11165.182,17878.441,10164.027,0,46,48,52,49,52,39,48,52,52,50,47,35,25,52,50,52,47,48,50,51,50,52,45,26,0,1,0,0,0
2832,2832,1,572973,5,63,0,1,0,1,1,0,0,0,47.306999,8,439,12,12,8,14,,,,2278.9131,6015.1821,24958.217,16789.682,20265.428,8157.2046,21114.578,31335.182,15826.646,41709.258,30418.973,51289.008,40744.027,44355.223,46192.547,0,12066.34,,53592.871,63100.387,74197.398,58648.734,,,0,6,10,51,28,40,18,46,51,26,52,52,52,17,21,52,0,35,,52,52,52,52,1,0,0,0
2833,2833,1,687607,9,59,1,1,0,1,1,0,0,1,69.924004,10,435,12,12,11,12,33444.172,45052.891,48956.746,41979.977,44063.129,43567.414,44072.918,46407.828,43770.363,42229.156,42394.656,38687.355,41709.258,38423.965,38233.625,37273.238,34339.527,50268.363,,92344.438,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,,,1,0,0,0
2834,2833,1,750284.06,7,58,1,1,0,0,0,0,0,1,63.797001,5,356,13,13,14,7,6688.8345,6607.7578,6615.7769,7196.5679,11298.238,8757.2695,11542.906,6079.6284,10942.591,14972.155,13160.776,22860.709,13346.963,22413.979,25862.094,25653.646,24323.832,23096.273,,6156.2959,,,,,,23,50,37,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,24,52,,,,,,1,0,0,0
2835,2835,1,750284.06,12,58,1,0,1,1,0,0,0,1,33.755001,8,582,12,12,9,8,20066.504,24028.209,23949.111,22069.475,29623.98,27147.533,12592.262,13172.528,15916.496,16507.76,28183.23,26817.371,,,23313.186,18108.457,27185.459,39399.527,,,,,,,,44,52,52,52,52,52,38,52,52,37,52,52,,52,52,30,52,52,,,,,,,,1,0,0,0
2836,2835,1,729651,4,57,1,1,0,1,1,0,0,0,44.916,9,390,8,8,9,7,8361.043,21024.684,43203.668,15352.678,11750.168,24082.49,17839.037,44583.941,59686.859,17275.563,46081.148,35170.324,20020.443,25615.977,21758.973,60361.523,0,112764.16,39265.785,,,,,,,26,44,52,25,21,52,45,49,43,39,52,52,52,52,52,52,52,52,52,,,,,,,1,0,0,0
2837,2837,1,572973,9,63,1,1,0,1,1,0,0,0,31.514,8,412,11,11,11,12,,,,2398.856,6778.9429,13135.903,6296.1309,20265.428,2984.343,23034.084,36864.918,26377.742,33367.406,30418.973,23313.186,22635.57,21462.205,33965.109,26177.191,24625.184,35552.609,,,,,,,3,11,47,49,26,23,16,23,42,52,52,52,52,24,52,36,52,52,52,,,,,1,0,0,0
2838,2838,1,729622,12,61,1,1,0,1,1,0,0,1,95.237,11,436,15,13,8,12,,6007.0522,5292.6216,6237.0254,11298.238,7662.6104,629.6131,4053.0854,22681.008,28792.605,9216.2295,14068.129,14014.311,57635.945,55951.645,55834.41,64386.613,64533.707,0,76338.07,80585.914,77598.016,76784.758,93204.133,,19,17,20,31,32,39,21,39,44,28,17,38,43,52,52,52,52,52,52,52,52,52,52,52,,1,0,0,0
2839,2839,1,794608,6,58,1,1,0,1,1,0,0,1,73.761002,7,435,13,13,10,12,27089.779,25830.324,29448.145,32384.555,33759.137,32178.586,35678.074,44583.941,43770.363,45108.414,45343.852,43962.902,41709.258,36822.965,54397.434,55834.41,65817.43,73364.633,75913.852,68950.516,81771,79272.789,81504.664,78771.211,81429.648,52,52,52,52,52,52,52,49,52,52,52,52,52,25,51,52,52,52,52,52,52,52,52,52,52,1,0,0,0
2840,2839,1,779260.19,7,63,1,1,0,1,0,0,0,0,95.130997,10,578,14,14,11,12,,,,4557.8262,13557.886,23929.238,24974.652,31411.412,34817.336,33207.473,38708.164,38687.355,42543.441,32019.971,39632.418,39234.988,57232.547,67930.219,75913.852,105888.29,95992.047,98253.602,115684.04,162624.44,130869.08,,,10,42,36,52,52,52,52,51,45,52,52,33,48,52,52,45,51,52,52,52,51,52,52,1,0,0,0
2841,2841,1,867561.63,5,58,1,1,0,1,0,0,0,1,96.898003,10,647,14,14,14,12,34113.055,39045.84,47633.594,45578.262,36154.363,21017.445,35678.074,26345.057,33822.555,47987.676,36864.918,35170.324,36704.148,33726.637,38855.309,36216.914,41493.598,31247.9,28794.91,48019.109,48987.941,55825.91,59945.367,71148.195,48470.031,48,52,52,52,42,44,52,42,52,52,43,52,52,52,52,52,52,52,52,52,52,52,52,46,52,1,0,0,0
2842,2842,1,843703,2,57,1,1,0,1,1,0,0,1,87.040001,5,388,14,14,13,16,8361.043,24028.209,6615.7769,40780.551,38414.012,43786.344,48270.336,40530.855,103457.23,67182.75,71886.594,66823.609,58392.961,59236.945,80819.047,63379.598,74402.313,54344.176,58898.68,83233.117,100732.39,104952.71,97805.594,91476.25,96940.063,40,50,48,52,52,52,52,52,52,41,52,48,33,52,52,51,49,52,52,52,52,52,52,52,52,1,0,0,0
2843,2843,1,779260.19,11,63,1,1,0,0,0,0,0,0,60.087002,9,411,15,15,16,16,,,,10075.194,9490.5205,13135.903,20987.104,36477.77,55707.738,59504.719,55297.379,50996.969,55056.219,54433.949,52843.223,51307.293,57232.547,54344.176,62825.258,,,,,,,,,34,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,,,,1,0,0,0
2844,2844,1,662203,2,60,1,1,0,1,1,0,0,1,97.183998,5,553,,16,10,12,3846.0798,5556.5234,5557.2524,4939.2441,10593.229,,,,,,,,,,,,,,,,,,,,,9,17,11,12,14,,,,,,,,,,,,,,,,,,,,,1,0,0,0
2845,2845,1,550625,12,62,1,1,0,1,1,0,0,0,100,5,526,19,16,20,17,,,2117.0486,2638.7415,4519.2954,3721.8394,2833.2588,14489.78,35812.117,23494.766,21565.979,22860.709,23357.184,22413.979,9325.2744,30180.762,42924.41,0,62170.828,73875.547,65179.781,78156.273,75720.461,75213.805,,7,41,37,48,49,46,32,47,52,47,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,1,0,0,0
2846,2845,1,857919.63,7,64,1,0,1,1,0,0,0,0,98.766998,9,537,18,17,20,17,,,,6692.8081,12247.29,4378.6348,7345.4858,3647.7769,3979.124,21114.578,11059.476,22860.709,37121.238,35221.969,23779.449,27162.686,42924.41,36138.875,40759.195,,,,,,,,,,47,41,33,48,26,35,39,33,52,52,47,52,52,52,52,52,,,,,,,1,0,0,0
2847,2845,1,857919.63,7,64,1,0,1,1,0,0,0,0,99.445,10,343,16,15,20,17,,,,,5649.1191,2846.1125,20777.232,,5570.7739,13436.549,7372.9839,3517.0322,24191.369,22413.979,32638.461,33198.836,40062.781,34780.273,18324.033,30781.479,77030.648,53592.871,58893.691,20328.055,,,,,48,39,41,45,,14,37,47,28,52,49,52,52,52,52,32,34,37,52,39,8,,1,0,0,0
2848,2848,1,799443.81,5,59,1,1,0,1,0,0,0,1,97.137001,8,533,16,16,20,18,2943.0872,12014.104,10820.765,14944.872,1581.7534,23097.297,36727.43,38504.313,41780.805,49523.281,55297.379,56272.516,56724.59,57635.945,55951.645,57343.445,61524.988,62495.801,68060.695,71413.031,77978.719,21532.053,24616.512,26983.461,31568.531,47,31,13,29,16,49,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
2849,2848,1,673561.81,5,61,1,1,0,1,0,0,0,1,91.68,9,436,16,16,19,19,167.22086,3003.5261,529.26215,4797.7119,1016.8414,146.68425,3712.6184,46610.484,51728.613,56625.457,62670.363,59789.547,70071.555,70443.938,77710.617,78469.977,85848.82,4075.813,56280.961,24625.184,7110.522,0,0,5082.0137,14056.309,6,18,47,44,33,12,4,52,52,52,52,49,52,52,52,52,52,0,52,52,52,52,1,40,52,1,0,0,0
2850,2850,1,710674.44,10,62,1,1,0,1,0,0,0,1,98.491997,9,647,18,16,19,16,,,15877.864,11994.279,15817.533,7662.6104,20987.104,34451.227,49739.051,57585.211,36864.918,26377.742,100102.22,112069.9,116565.93,82997.094,107311.02,88309.281,111253.06,102194.51,100732.39,111651.82,323729.16,157542.42,169645.11,37,49,38,48,52,39,51,52,52,52,37,28,39,52,52,52,52,52,52,52,52,52,52,52,46,1,0,0,0
2851,2850,1,627664,9,63,1,1,0,1,1,0,0,0,96.763,6,435,18,18,20,16,,,,3358.3982,4971.2251,4378.6348,4197.4204,21785.334,45759.926,52594.492,70043.344,91442.836,95097.109,96059.914,101023.8,132795.34,200916.28,221667.17,259311.25,290577.16,315153.72,312419.66,323729.16,317446.97,333309,,,22,33,23,42,26,37,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
2852,2852,1,669496,12,57,1,1,0,1,1,0,0,1,33.73,10,562,12,12,12,12,8695.4844,15017.631,2117.0486,23988.559,20336.828,21893.172,35678.074,36477.77,51728.613,44148.66,55297.379,26377.742,23357.184,67241.938,54397.434,21126.533,38631.969,40758.129,39265.785,40631.555,39107.871,36845.102,36808.559,33541.293,33929.02,17,41,52,52,32,20,47,34,30,46,28,42,24,44,52,49,52,52,52,52,52,52,52,52,52,1,0,0,0
2853,2853,1,525472,6,60,1,1,0,1,1,0,0,0,84.289001,9,424,12,12,10,12,1003.3251,12915.162,11643.767,5517.3687,6327.0137,4597.5664,23085.813,28371.598,28848.65,32631.619,16589.213,28136.258,10010.222,22413.979,34192.672,18108.457,22606.855,47551.152,1832.4033,,,,3155.0193,,,48,48,37,46,31,10,52,52,52,52,22,20,16,41,52,12,52,52,0,,,,0,,,1,0,0,0
2854,2854,1,461207,8,62,1,1,0,1,1,0,0,1,71.490997,6,539,13,13,10,10,,,9873.3848,9595.4238,18077.182,26271.807,33579.363,0,0,0,,0,0,0,29530.035,36216.914,38631.969,42116.734,41883.504,40631.555,45033.305,52476.355,49428.637,43705.32,,0,9,25,52,52,43,52,7,0,0,0,0,0,0,42,52,46,52,52,52,52,52,52,52,,1,0,0,0
2855,2854,1,718599.38,1,64,1,1,0,1,0,0,0,0,58.761002,8,372,12,12,10,11,,,,959.54236,6778.9429,8757.2695,3777.6785,3242.4685,3183.2993,0,31335.182,14068.129,0,0,0,0,0,19020.461,,30781.479,0,72573.68,16826.77,17278.848,29082.018,,,52,52,32,38,32,37,34,0,28,35,3,0,0,0,0,38,17,52,0,52,52,40,32,1,0,0,0
2856,2856,1,669619.13,11,59,1,1,0,1,0,0,0,1,56.854,12,394,14,14,14,12,18394.295,19522.92,27931.809,29985.699,33894.715,35248.008,32739.881,37491.039,63665.984,53746.195,58062.25,31653.291,60895.516,49630.953,69939.555,57343.445,28330.109,27172.088,13088.596,4432.5332,6162.4521,17864.291,6310.0386,0,0,42,52,52,52,52,52,52,52,52,52,52,36,52,52,34,49,52,52,52,52,52,0,0,0,0,1,0,0,0
2857,2856,1,578971,2,61,1,1,0,1,1,0,0,1,32.422001,7,467,12,12,12,12,23410.92,33038.789,74096.695,64769.109,42933.305,54732.934,48270.336,68902.453,,47987.676,,,,54433.949,38855.309,78469.977,75833.125,0,,,,,,,,37,48,52,52,52,52,52,52,,52,,,,52,52,52,52,52,,,,,,,,1,0,0,0
2858,2856,1,525735,2,63,1,1,0,1,1,0,0,0,84.766998,9,348,12,12,13,12,,,,23988.559,24856.125,29555.783,31480.654,31411.412,50733.832,50866.938,33561.824,63306.582,25025.555,35221.969,35746.887,30180.762,31477.9,33965.109,32721.488,,43848.219,62525.02,57842.02,50820.137,63011.039,31,52,52,52,52,52,52,52,48,44,52,52,52,52,52,52,52,52,52,,52,52,52,52,52,1,0,0,0
2859,2859,1,669496,12,57,1,1,0,1,1,0,0,1,90.096001,8,503,,15,13,12,6688.8345,4505.2891,,,,,,,,,,,,,,,,,,,,,,,,27,44,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
2860,2859,1,525735,8,63,1,1,0,1,1,0,0,0,84.779999,10,556,16,16,13,12,,,,0,903.85907,3721.8394,2518.4524,6079.6284,32827.773,38390.141,36864.918,38687.355,40040.887,38423.965,37301.098,37725.953,42924.41,50947.664,74604.992,77569.328,,,,,,,,0,0,11,12,12,21,52,52,52,52,52,52,52,52,52,52,52,52,,,,,,1,0,0,0
2861,2861,1,525735,2,63,1,1,0,1,1,0,0,0,97.983002,10,647,17,16,15,14,,,,6237.0254,4971.2251,13081.171,14690.972,16443.367,55707.738,47987.676,60827.117,68582.133,73408.297,77648.43,79264.836,84506.133,107311.02,,123032.8,139132.28,146950.78,138448.25,147234.23,162624.44,333309,,,3,31,30,16,32,16,49,33,52,52,52,52,52,52,52,,52,52,52,52,52,52,52,1,0,0,0
2862,2862,1,618359.81,6,63,1,0,1,1,0,0,0,0,58.953999,11,572,,12,12,12,,,,5997.1396,6778.9429,,18888.393,18238.885,,,,,,,,,57232.547,54344.176,,,,,,,,,,18,50,52,52,52,52,,,,,,,,,52,52,,,,,,,,1,0,0,0
2863,2862,1,718599.38,7,64,1,0,1,1,0,0,0,0,41.306,8,579,12,12,12,12,,,,,6778.9429,14539.256,14690.972,29506.463,29843.43,24953.592,28754.637,47479.934,60061.332,62438.941,69939.555,52816.332,60094.172,57061.383,,61562.957,47403.477,44660.727,31550.193,0,,,,,24,52,52,52,52,33,52,52,52,52,52,52,52,52,52,52,52,52,52,49,0,,1,0,0,0
2864,2864,1,675138.88,11,57,1,1,0,1,0,0,0,1,32.794998,10,487,12,12,10,10,3695.5811,9256.8672,2910.9417,7196.5679,1355.7886,1751.4539,1888.8392,3769.3696,14722.759,2111.4578,20386.301,17585.162,18352.074,12791.979,0,754.51904,0,20379.064,10470.876,25856.443,29627.174,24563.4,10516.73,2845.9277,11632.807,44,52,36,38,32,20,15,49,52,16,42,52,42,25,1,0,0,45,52,52,52,52,52,45,50,1,0,0,0
