pubid,avg_earn_2014_to_2018,hgc_ever,asvab,female,black,hispanic
2574,57638.6492355711,14.0,149.25,0,0,0
2575,25681.896987776872,20.0,923.95,0,0,0
2577,37631.93764101809,16.0,594.42,1,0,0
2579,61595.57253304403,18.0,905.65,1,0,0
2580,69053.86430217403,17.0,698.58,1,0,0
2581,107603.5112807066,19.0,911.53,0,0,0
2582,26888.377133568138,13.0,467.03,1,0,0
2583,47128.96587092427,18.0,718.58,1,0,0
2584,62860.9923491658,14.0,430.85,0,0,0
2586,0.0,12.0,287.18,1,0,0
2587,40953.40811044003,14.0,585.53,1,0,0
2589,42506.57027600549,12.0,725.59,0,0,0
2590,0.0,12.0,164.89,1,0,0
2591,288503.2482993197,17.0,684.26,0,0,0
2592,134048.12467779432,18.0,815.8,1,0,0
2593,45222.545630865876,20.0,975.27,0,0,0
2594,37320.453386209854,16.0,983.29,0,0,0
2595,22158.824559447017,11.0,563.81,0,0,0
2596,60025.35706506439,17.0,802.91,0,0,0
2597,118970.78251226626,17.0,710.91,0,0,0
2598,110794.12279723508,12.0,676.22,0,0,0
2599,21882.87010671091,15.0,341.36,1,0,0
2600,14766.569771423092,12.0,477.71,1,0,0
2601,27098.6044807021,12.0,464.87,1,0,0
2602,43255.21538878352,12.0,26.69,0,1,0
2603,49904.869423274824,13.0,876.54,0,0,0
2606,81176.20249825939,13.0,776.8,0,0,0
2607,76595.77080350897,18.0,638.68,1,0,0
2608,79449.60678234494,13.0,478.48,0,0,0
2609,76505.72516583565,12.0,334.25,0,0,0
2610,72036.40997591027,17.0,580.65,1,0,0
2611,62455.0918921415,13.0,792.32,0,0,0
2612,389.68662512417586,11.0,558.7,1,0,0
2614,58873.64173600579,17.0,905.32,0,0,0
2615,59922.87290172287,19.0,746.56,0,0,0
2616,109192.2218799484,16.0,996.1,0,0,0
2617,86198.12301538388,18.0,473.98,1,0,0
2618,84557.54579452172,16.0,976.55,0,0,0
2619,22206.6787340646,20.0,637.36,1,0,0
2621,30647.800185009997,17.0,665.94,1,0,0
2622,40612.08541299987,12.0,465.35,0,0,0
2624,81134.12518832642,16.0,776.97,0,0,0
2625,50360.3997563936,17.0,655.26,1,0,0
2626,57566.69674396061,17.0,723.99,1,0,0
2627,28177.953086602323,12.0,49.47,0,0,0
2628,59533.24750834136,18.0,470.3,0,0,0
2630,52224.85609628365,12.0,143.56,0,0,0
2631,74611.32921989758,9.0,471.47,0,0,0
2634,112921.12231337995,16.0,522.11,1,0,0
2635,73484.34665445804,18.0,879.33,1,0,0
2637,99833.82736646377,16.0,920.56,0,0,0
2638,59530.12223180903,17.0,970.88,1,0,0
2640,62635.71719405628,18.0,905.84,1,0,0
2642,31979.284667562737,12.0,635.01,1,0,0
2643,34397.43300033192,11.0,231.19,0,0,0
2645,0.0,13.0,528.38,1,0,0
2648,50855.38880133589,9.0,118.75,0,0,0
2649,0.0,12.0,11.05,0,0,0
2651,0.0,9.0,308.95,0,0,0
2652,27128.94287932162,10.0,662.44,0,0,0
2653,203.84542705971276,8.0,72.19,1,0,0
2654,8483.317812540534,17.0,374.6,1,0,0
2655,52135.06815609231,14.0,573.03,1,0,0
2656,1169.0598753725276,8.0,302.31,1,0,0
2657,0.0,8.0,209.99,1,0,0
2658,122459.63578753611,16.0,886.85,0,0,0
2660,6816.598116094295,13.0,359.53,0,0,0
2661,81313.86984912351,18.0,624.8,0,0,0
2662,106818.02924684236,16.0,742.88,0,0,0
2663,118287.37041019562,16.0,549.41,1,0,0
2664,65420.6550730897,16.0,398.69,1,0,0
2665,80223.00009771838,17.0,437.24,0,0,0
2666,0.0,12.0,390.81,0,0,0
2668,3309.3663119547505,13.0,715.91,0,0,0
2669,53927.57200437185,18.0,553.39,1,0,0
2670,100055.36714701477,16.0,979.36,1,0,0
2671,22015.30612244898,12.0,368.92,1,0,0
2672,111428.61831344933,16.0,787.68,1,0,0
2673,122136.13043123537,18.0,640.23,0,0,0
2674,29778.559131223446,15.0,665.62,1,0,0
2675,20749.858621002317,17.0,414.84,1,0,0
2676,31355.3098607154,16.0,793.14,0,0,0
2678,73384.3537414966,14.0,386.9,0,0,0
2679,1630.763416477702,17.0,477.03,1,0,0
2680,70360.80929421922,14.0,996.97,1,0,0
2681,24945.31214002805,16.0,984.21,1,0,0
2682,14472.631427207516,14.0,742.39,0,1,0
2683,34562.41296776503,12.0,262.53,0,1,0
2684,5845.2993768626375,14.0,226.6,1,0,0
2685,17709.98817099039,12.0,510.55,1,0,0
2687,66817.67019550527,16.0,669.28,1,0,0
2688,16337.171785625711,12.0,374.68,0,0,0
2689,86917.34844393822,16.0,473.08,0,0,0
2691,40144.466361390274,20.0,225.88,1,0,0
2693,104040.31399732744,15.0,497.24,0,0,0
2695,116254.67830866488,9.0,77.58,0,0,0
2696,96994.9902102092,8.0,353.73,0,0,0
2697,23267.750717869352,12.0,288.05,0,0,0
2698,0.0,16.0,665.01,1,0,0
2699,2805.7437008940665,17.0,941.81,1,0,0
2700,68112.51741533894,18.0,724.45,0,0,0
2701,70851.55302874673,14.0,891.96,0,0,0
2702,11780.619898701523,15.0,586.03,0,0,0
2703,70504.52100432874,16.0,590.23,0,0,0
2704,58184.096357622206,13.0,98.25,0,0,0
2705,19844.415836113785,19.0,305.01,1,0,0
2706,1396.5788093194167,11.0,540.35,0,0,0
2707,3896.866251241759,16.0,467.1,1,0,0
2708,88628.56331790861,17.0,926.58,1,0,0
2709,92998.85072149977,16.0,992.36,1,0,0
2710,81856.4197561514,18.0,1000.0,0,0,0
2712,0.0,11.0,41.56,1,0,0
2713,29226.49688431319,10.0,60.86,0,0,0
2715,27800.161906857484,12.0,64.46,0,0,0
2716,90739.38541526503,19.0,801.21,0,1,0
2717,17395.236285425995,14.0,91.3,1,1,0
2718,34217.612593248334,9.0,88.59,1,1,0
2719,31025.30917457578,13.0,114.34,0,1,0
2720,0.0,15.0,179.73,1,1,0
2721,2688.8601284632346,13.0,92.23,0,1,0
2722,185069.68128538027,16.0,311.76,1,1,0
2723,0.0,12.0,130.6,1,1,0
2724,44407.07500555946,12.0,137.5,1,1,0
2725,0.0,18.0,814.9,1,0,0
2727,58274.11750259845,19.0,668.12,0,0,1
2729,0.0,12.0,6.31,1,0,0
2730,46937.24590140098,18.0,918.06,0,0,0
2731,312124.0813843135,18.0,974.33,0,0,0
2732,234790.38094179568,18.0,704.07,0,0,0
2733,36721.13467226253,12.0,697.5,0,0,0
2734,3717.0571660741757,16.0,943.33,1,0,0
2735,53969.44379484481,15.0,199.52,0,0,1
2736,32908.0120019667,14.0,188.34,0,0,0
2737,80726.69203168897,20.0,794.94,0,0,0
2738,84917.30825257424,18.0,770.92,0,0,0
2739,95925.13914793385,16.0,451.45,1,0,0
2740,39138.32199546485,12.0,224.95,1,0,0
2741,56697.3667731065,15.0,362.24,0,0,0
2742,46537.96376186368,12.0,518.82,0,0,0
2743,97417.78235596798,13.0,305.44,0,0,0
2744,41859.07771485781,18.0,182.64,1,0,0
2746,49640.49467932125,12.0,562.58,1,0,1
2749,45051.629777291644,12.0,382.87,1,0,0
2750,55240.53686296538,16.0,542.96,1,0,0
2751,40585.059103670275,20.0,752.91,1,0,0
2752,10809.348844794762,8.0,287.09,0,0,0
2753,0.0,14.0,484.65,0,0,0
2754,62339.76578839761,17.0,839.23,1,0,0
2755,133796.36310101624,17.0,784.16,0,0,0
2756,57647.91357441107,20.0,928.33,0,0,0
2757,82.73415779886875,16.0,948.97,1,0,0
2758,242584.11344427918,20.0,862.72,0,0,0
2759,21238.355266652165,10.0,195.97,0,0,0
2760,0.0,6.0,112.02,1,0,0
2761,63430.11375958312,13.0,612.33,0,0,0
2762,95728.2510287248,20.0,683.97,0,0,0
2763,28645.443289470928,12.0,429.96,1,0,0
2764,46385.536654295924,14.0,884.55,1,1,0
2765,71223.84626206664,16.0,675.8,0,0,0
2766,22770.011033448784,9.0,118.02,0,0,0
2767,53495.96141075275,10.0,415.38,1,0,0
2768,133790.84957571115,0.0,919.93,1,0,0
2775,39520.95796411276,15.0,855.8,0,0,0
2776,110301.22470908977,16.0,687.04,0,0,0
2777,66469.66528037039,19.0,755.53,1,0,0
2778,74383.44745094575,17.0,970.72,0,0,0
2779,63758.985685006555,18.0,935.16,0,0,0
2781,77264.39865617888,16.0,488.93,1,0,0
2782,27641.574033974655,16.0,874.05,1,0,0
2784,56019.97453758423,12.0,387.02,1,0,0
2785,11169.111302847283,12.0,365.95,1,0,0
2787,10746.418433518598,16.0,972.08,1,0,0
2788,69749.13191795057,14.0,868.85,0,0,0
2791,82944.86647038611,16.0,854.51,0,0,0
2792,6917.402933563417,16.0,961.42,1,0,0
2793,41433.382631743145,15.0,578.29,1,0,0
2798,37998.28434597706,10.0,216.24,0,0,0
2799,19634.771500942108,13.0,796.51,0,1,0
2800,1169.0598753725276,10.0,231.32,0,1,0
2801,31014.561054805188,16.0,879.98,1,0,0
2802,83562.26608404772,17.0,504.36,1,0,0
2805,0.0,12.0,605.66,1,0,0
2806,56175.86388325214,19.0,851.34,1,0,0
2807,27823.154678017734,14.0,675.74,0,0,0
2809,54239.326203010605,13.0,203.92,1,1,0
2812,27874.52047716179,15.0,668.49,1,0,0
2813,47368.678660884965,12.0,666.52,0,1,0
2815,0.0,10.0,16.02,1,1,0
2816,48223.1354652708,12.0,41.48,1,1,0
2818,0.0,14.0,945.94,1,0,0
2819,35738.20137776134,13.0,377.6,0,1,0
2820,61660.12132072191,16.0,807.38,1,1,0
2821,0.0,8.0,15.23,1,1,0
2824,119858.46941229032,12.0,186.46,1,1,0
2825,0.0,11.0,33.38,0,1,0
2826,6433.032520934561,10.0,43.01,1,1,0
2828,36900.995935452076,15.0,487.89,1,1,0
2829,28297.873905953154,10.0,534.88,0,0,0
2833,40369.783024759556,16.0,870.7,0,0,0
2835,0.0,11.0,521.89,0,0,0
2836,31631.248874475143,16.0,165.13,1,1,0
2839,0.0,12.0,647.88,1,0,0
2840,11996.606222274024,19.0,641.5,1,0,0
2843,0.0,13.0,703.2,1,0,0
2844,136511.36036813344,16.0,699.19,1,0,0
2845,26091.739082940243,14.0,420.19,1,0,0
2848,80080.93768961445,16.0,614.63,1,0,0
2851,54497.17207070754,9.0,530.33,0,0,0
2853,0.0,14.0,338.67,1,0,0
2854,67596.98221401096,10.0,528.55,0,0,0
2858,0.0,19.0,700.24,0,0,0
2859,0.0,11.0,616.33,1,0,0
2860,11690.598753725275,8.0,95.78,0,0,0
2861,10319.214524022746,10.0,31.74,1,0,0
2862,217560.13472889876,9.0,646.82,0,0,0
2864,6115.362811791383,8.0,289.05,1,0,0
2865,28297.873905953154,12.0,347.34,1,0,0
2866,52308.89730638498,13.0,394.14,0,0,0
2867,2847.7271952200704,12.0,22.13,0,0,0
2869,21043.077756705497,16.0,970.07,1,0,0
2870,0.0,16.0,723.18,1,0,0
2871,46865.12782200389,20.0,553.9,0,0,0
2873,296553.0992157774,16.0,948.19,0,0,0
2874,125403.40399428077,19.0,1000.0,0,0,0
2876,101739.57248486446,19.0,1000.0,0,0,0
2877,67464.89600545027,19.0,859.01,1,0,0
2880,42686.419292846505,16.0,555.97,0,0,0
2883,64401.44018413967,18.0,689.3,0,0,0
2884,101120.83976324524,18.0,571.13,0,0,0
2886,246480.97969552097,17.0,480.68,0,1,0
2887,14613.248442156595,20.0,447.25,1,1,0
2891,101230.53580600322,12.0,182.84,0,0,0
2894,0.0,20.0,939.76,1,0,0
2895,0.0,12.0,86.76,0,0,0
2897,33791.468755319205,12.0,102.0,0,0,0
2898,9742.165628104396,15.0,851.89,0,0,0
2900,114360.25787002976,17.0,711.05,0,0,0
2902,34748.34627552488,14.0,658.2,1,0,0
2904,12410.123669830313,8.0,204.39,0,0,0
2905,67057.3584927689,20.0,983.69,1,0,0
2906,0.0,20.0,749.31,0,0,0
2907,25749.812190881014,14.0,679.14,0,0,0
2908,62222.25192452195,19.0,624.33,0,0,0
2909,26541.145310879205,9.0,274.53,1,0,0
2910,140841.19279323972,13.0,932.56,0,1,0
2911,14796.469445797682,8.0,285.53,0,0,0
2912,38233.52058758739,13.0,388.34,1,0,0
2913,63645.857824650004,12.0,408.05,1,0,0
2914,66637.55442746158,16.0,447.81,1,0,0
2915,45696.05570028283,13.0,568.98,0,1,0
2921,21972.891251687164,11.0,336.56,0,0,0
2922,64419.37998876442,14.0,553.92,1,0,0
2923,24820.247339660626,12.0,170.59,0,0,0
2924,14232.84931433692,15.0,763.8,1,0,0
2925,78981.98773073535,12.0,157.33,0,0,0
2926,215306.0496855869,16.0,620.16,0,0,0
2927,10923.547426752666,10.0,132.93,1,0,0
2930,24011.373207609187,13.0,499.8,0,0,0
2932,8892.251294591928,18.0,466.79,1,0,0
2933,17596.31723034498,15.0,558.83,1,0,0
2934,18165.724023569175,12.0,310.98,1,0,0
2936,7239.238807401016,11.0,101.62,1,0,0
2937,0.0,18.0,776.05,1,0,0
2938,145229.98438181373,20.0,996.08,0,0,0
2940,14014.066296438445,12.0,192.32,1,0,0
2941,43765.74021342182,20.0,766.18,0,0,0
2942,77339.20907385802,19.0,785.15,1,0,0
2943,0.0,18.0,209.87,1,0,0
2945,107825.21984167203,18.0,850.93,0,0,0
2946,0.0,16.0,634.73,1,0,0
2947,25929.23472982563,8.0,175.31,0,0,0
2949,0.0,12.0,314.85,0,0,0
2950,94593.5811872899,16.0,797.61,0,0,0
2951,86691.91222790245,20.0,715.65,0,0,0
2952,24820.247339660626,20.0,879.94,1,0,0
2953,31517.21907293166,16.0,240.6,1,1,0
2954,55858.1696814119,15.0,262.58,0,1,0
2955,27866.030107549148,8.0,81.69,0,0,0
2957,122751.28691411541,13.0,761.69,0,0,0
2958,0.0,8.0,445.44,1,0,0
2959,0.0,12.0,44.52,0,1,0
2961,5165.468526433421,12.0,106.01,1,1,0
2965,39766.675181645434,15.0,692.72,0,0,0
2966,0.0,12.0,17.84,1,0,1
2967,0.0,12.0,189.14,0,0,0
2968,15071.91755729053,12.0,263.68,0,0,0
2970,8314.78285878631,11.0,783.25,1,0,0
2972,26559.109608201023,14.0,237.29,0,0,0
2976,47404.647187202034,16.0,693.53,0,0,0
2977,59892.04360083645,14.0,322.58,0,0,0
2978,7483.853319872672,14.0,462.82,0,0,0
2979,80665.80385389703,16.0,396.77,0,0,0
2980,17800.854912514034,16.0,671.1,0,0,0
2981,56751.387736908415,18.0,995.15,0,0,0
2982,82267.43430319043,20.0,866.91,1,0,0
2983,38471.38337647397,16.0,359.61,0,0,0
2984,207528.8000195343,18.0,424.51,0,0,0
2985,49610.990604890336,19.0,805.69,1,0,0
2986,58196.28943215695,18.0,897.58,1,0,0
2987,57872.40658335394,18.0,830.87,1,0,0
2988,62261.00489881646,12.0,774.63,0,0,0
2989,56691.386838231585,18.0,538.0,1,0,0
2990,44005.259730271035,15.0,859.45,0,0,0
2991,94876.32221376464,15.0,516.97,1,0,0
2992,129765.64616635056,17.0,947.82,0,0,0
2993,42081.04397330523,16.0,977.87,0,0,0
2994,80368.74765605647,10.0,188.7,0,0,0
2995,103597.98446550911,17.0,904.79,0,0,0
2997,84422.60999884567,20.0,913.91,1,0,0
2998,37005.732116516796,15.0,393.56,1,0,0
3002,1223.0725623582764,9.0,618.07,1,0,0
3003,17535.898130587913,8.0,431.99,0,0,0
3004,47788.41830182178,15.0,852.4,0,0,0
3005,74107.637285927,20.0,710.83,1,0,0
3006,35728.61753368949,17.0,433.91,1,0,0
3007,86841.74496797641,16.0,503.87,1,0,0
3008,54945.814142508796,13.0,120.7,0,0,1
3009,61034.740966621066,19.0,764.76,1,0,0
3012,9985.049412265496,17.0,825.28,1,0,0
3013,55030.72374737929,20.0,440.44,1,0,0
3014,100049.47612920741,14.0,407.05,1,0,0
3015,88286.60276201916,16.0,635.72,0,0,0
3016,92297.36996606342,16.0,846.11,0,0,0
3017,66487.73393373615,20.0,620.77,1,0,0
3018,14973.171961135353,12.0,77.06,1,0,0
3019,111691.11302847281,17.0,873.82,0,0,0
3021,24011.023400431815,17.0,850.23,1,0,0
3022,111428.19183555293,17.0,974.24,1,0,0
3023,263890.11072763876,15.0,646.98,1,0,0
3024,71751.64215492767,17.0,222.89,0,0,0
3025,35743.908176177916,14.0,726.39,1,0,0
3026,71937.30232622918,13.0,118.57,1,0,0
3027,47362.89199912152,12.0,803.5,0,0,0
3028,7937.766334445514,11.0,111.28,1,0,0
3029,10072.092836152819,10.0,355.49,1,0,0
3030,6205.061834915156,14.0,456.99,1,0,0
3031,85714.75015618834,20.0,609.2,1,0,0
3032,78034.59648465483,12.0,419.37,0,0,0
3033,30345.18147647021,9.0,5.13,0,0,0
3035,4964.0494679321255,8.0,84.49,0,0,0
3037,38279.88117275923,13.0,384.65,1,0,1
3038,104707.49363589373,17.0,960.07,0,0,0
3039,46727.31937605026,13.0,686.99,1,0,0
3040,60492.614063148074,13.0,794.52,1,0,0
3041,98862.19425903108,17.0,566.44,1,0,0
3042,72549.01963417129,8.0,605.0,0,0,0
3043,67805.4727716066,15.0,678.71,0,0,0
3045,65690.35645449255,17.0,474.17,1,0,0
3046,35971.20240630712,13.0,118.12,1,1,0
3047,57329.96167508883,20.0,943.47,1,0,0
3051,64377.26274715801,16.0,872.94,1,0,0
3052,0.0,12.0,428.99,1,0,0
3053,49640.49467932125,12.0,744.25,0,0,0
3054,21717.716422203048,12.0,94.73,1,0,0
3055,56565.65486442024,13.0,390.81,0,0,0
3056,45330.54651214031,10.0,147.85,0,0,0
3057,23196.848753297905,10.0,437.33,0,0,0
3059,79286.94897037982,17.0,739.34,0,0,0
3060,46403.525444314815,17.0,270.95,1,0,0
3062,33022.95918367347,16.0,371.9,1,0,0
3064,45275.258985037355,16.0,662.4,0,0,0
3065,44589.92623618647,12.0,68.49,0,0,0
3066,45132.56441756306,18.0,326.62,1,0,0
3067,57611.011305665445,17.0,960.45,1,0,0
3068,84563.43681232908,19.0,468.65,0,0,0
3070,34976.43037130891,15.0,285.42,1,0,0
3072,79297.4601197801,16.0,906.05,0,0,0
3073,2688.8601284632346,17.0,951.82,1,0,0
3074,89485.62673613678,18.0,752.22,0,0,0
3076,104887.53592584621,19.0,855.74,0,0,1
3077,98736.35792917582,19.0,711.46,0,0,0
3079,64892.97897524893,20.0,799.45,1,0,0
3080,39802.16824467198,16.0,57.99,0,0,0
3084,224160.71114176724,20.0,991.66,0,0,0
3085,52122.519413287315,20.0,790.22,1,0,0
3086,53832.05234916214,12.0,610.93,1,0,0
3087,50540.50647071659,17.0,712.57,1,0,0
3089,123024.84842081784,20.0,649.93,0,0,0
3090,0.0,14.0,399.75,0,0,0
3091,67368.98384266665,16.0,627.2,0,0,0
3093,54802.946334471366,15.0,890.4,1,0,0
3097,79946.99665958814,12.0,274.42,0,0,0
3099,132148.1262894836,17.0,692.61,1,0,0
3102,10257.817431824826,13.0,166.06,0,1,0
3103,28627.50348484617,12.0,30.31,0,1,0
3107,43825.579493844445,14.0,453.53,0,0,0
3108,0.0,12.0,5.78,0,0,1
3110,18291.753626535927,9.0,272.3,0,0,0
3113,13639.031879346156,12.0,308.15,0,1,0
3116,20671.43529225,12.0,179.58,1,0,1
3117,10701.88492063492,12.0,211.98,1,0,1
3120,48441.93072951781,14.0,604.71,0,0,0
3121,35821.77617829284,14.0,872.68,0,0,0
3122,60244.50213648876,12.0,95.85,0,0,0
3123,35456.138141409334,12.0,416.19,1,0,0
3125,40639.2450979308,17.0,500.45,1,0,0
3128,27440.439380478394,20.0,606.04,0,0,0
3129,1410.0670996080835,14.0,538.92,1,0,0
3130,53394.02032770009,14.0,287.38,0,0,0
3132,35917.777258144015,16.0,788.04,1,0,0
3137,48016.300070773636,10.0,582.33,0,0,0
3138,43435.432844406096,14.0,737.7,0,0,0
3140,0.0,17.0,981.74,1,0,0
3141,25329.903769529774,14.0,942.64,0,0,0
3142,312124.0813843135,20.0,945.36,0,0,0
3145,262433.08932082145,18.0,974.99,0,0,0
3146,73713.25015961709,14.0,895.56,0,0,0
3147,29376.679431564524,19.0,985.97,0,0,1
3148,64778.82032496447,19.0,810.17,1,0,0
3149,39254.097735569674,11.0,622.34,0,0,0
3150,49796.84404930333,11.0,319.61,0,0,0
3151,7239.238807401016,12.0,482.65,1,0,0
3153,0.0,14.0,551.56,1,0,0
3154,94603.52709546621,15.0,817.17,0,0,0
3156,61733.36873264913,18.0,875.86,0,0,0
3159,48330.3442535798,17.0,364.51,1,0,0
3161,84683.3576316799,16.0,735.82,1,0,0
3162,83273.24110828701,20.0,944.97,1,0,0
3163,128778.6385069272,12.0,687.66,0,0,0
3165,0.0,15.0,419.08,1,0,0
3166,95235.41593541513,18.0,887.56,1,0,0
3167,28273.487756883656,14.0,774.72,0,0,0
3168,25455.997796867014,12.0,458.85,1,0,0
3169,2817.8275208454797,12.0,478.38,1,0,0
3170,65601.00404591831,20.0,841.31,1,0,0
3171,34101.12046557989,16.0,932.54,0,0,0
3172,65756.32901122812,12.0,47.12,0,0,1
3173,55204.617322042446,9.0,219.19,0,0,0
3174,20575.90062196866,9.0,750.5,0,0,0
3175,78011.42672716893,16.0,716.66,1,0,0
3177,52842.456702544914,11.0,839.01,1,0,0
3179,79499.71655328797,16.0,305.56,1,0,1
3180,55537.94475496931,18.0,848.94,1,0,0
3181,82063.47227373825,19.0,854.97,0,0,0
3182,13444.300642316171,12.0,610.02,1,0,0
3183,72723.01756487838,18.0,677.76,1,0,0
3184,136511.36036813344,11.0,442.88,0,0,0
3185,5845.299376862638,12.0,90.58,1,0,0
3186,4343.54328444061,16.0,791.6,1,0,0
3187,109953.42212078709,20.0,581.9,0,0,0
3188,37409.91601192088,19.0,767.49,1,0,0
3189,143377.35906293255,20.0,880.02,1,0,0
3190,29461.380324347167,16.0,401.63,1,0,0
3192,58094.308417430875,19.0,823.46,1,0,0
3194,251049.31242639959,20.0,883.23,0,0,0
3195,0.0,14.0,823.88,1,0,0
3196,0.0,16.0,924.54,1,0,0
3197,153413.40350942142,19.0,907.99,0,0,0
3200,50270.443035787845,14.0,215.59,1,0,0
3201,124101.23669830312,12.0,572.47,0,0,0
3202,53525.98993386834,15.0,145.31,0,0,0
3203,1948.4331256208795,8.0,476.44,1,0,1
3204,31055.57995619698,12.0,141.99,1,0,1
3206,20485.77512094849,11.0,316.72,1,0,0
3211,45414.50785889479,19.0,527.48,1,0,0
3212,17506.29608536873,13.0,764.24,0,0,0
3213,49701.011749866586,16.0,784.99,1,0,0
3214,7793.732502483518,14.0,336.8,1,0,1
3215,102129.87886099653,20.0,650.37,0,0,0
3216,65277.069613398635,16.0,892.07,0,0,0
3219,13680.29947567657,15.0,568.49,0,0,1
3220,40288.43576898178,15.0,355.19,0,0,0
3221,12925.864390618304,16.0,841.8,1,0,0
3222,176845.16784403365,12.0,927.61,0,0,0
3223,40348.235117730954,15.0,921.89,1,0,0
3224,38279.88117275923,8.0,263.86,0,0,0
3225,0.0,14.0,164.35,1,0,0
3227,33219.83062497594,12.0,563.13,1,0,1
3228,36990.900478035874,16.0,781.14,1,0,0
3229,38561.78787504536,15.0,391.25,1,0,0
3230,0.0,12.0,442.38,1,0,0
3231,23073.23327254104,19.0,288.94,0,0,0
3232,23513.48018175056,18.0,218.91,1,0,0
3233,129532.30490851091,12.0,602.74,1,0,0
3235,40719.981938230376,18.0,886.46,1,0,0
3237,117363.74556217674,19.0,834.89,1,0,0
3238,24115.994382595363,16.0,914.29,1,0,0
3239,56373.71712908841,16.0,893.91,1,0,0
3240,27032.748526358973,10.0,305.08,1,0,0
3241,7422.050106354592,17.0,310.3,1,0,1
3242,59266.55153335234,16.0,663.57,1,0,0
3246,8066.580385389703,15.0,419.65,0,1,0
3247,84803.27845103077,17.0,338.02,0,0,0
3248,0.0,14.0,847.88,1,0,0
3249,12577.997377945125,14.0,702.63,1,0,0
3250,31343.349990965566,14.0,620.34,1,0,0
3251,39514.84918049686,12.0,841.36,1,0,1
3252,36139.57473617701,15.0,809.85,1,0,1
3253,30983.627464586476,13.0,357.41,0,0,0
3254,80174.79856519314,15.0,166.15,1,0,0
3255,0.0,14.0,616.34,1,0,0
3256,23102.843818727455,12.0,618.63,0,0,0
3258,55555.24636758664,15.0,530.53,0,0,0
3259,7883.7536474597655,12.0,402.37,0,0,0
3260,65648.61032013274,12.0,22.58,0,0,0
3261,23182.079940586307,15.0,436.19,1,0,0
3263,0.0,12.0,513.26,0,0,0
3266,108814.62397331504,15.0,666.61,0,0,0
3267,27536.52937739712,15.0,828.86,1,0,0
3269,54467.27239633294,9.0,8.92,0,0,0
3271,35489.70500815367,9.0,419.25,0,0,0
3272,37162.3953694655,12.0,446.07,1,0,0
3273,63508.0616250449,16.0,889.4,0,0,0
3274,116608.35647579857,12.0,353.8,0,0,0
3276,177810.27645225474,17.0,806.84,1,0,0
3279,82591.18830325245,20.0,902.99,1,0,0
3281,15917.32778864496,19.0,908.2,0,0,0
3282,45498.202454446575,16.0,259.7,1,0,0
3283,41901.06610772323,20.0,746.88,0,0,0
3284,60809.605982168534,17.0,937.18,1,0,0
3285,24739.490533524335,14.0,150.63,0,0,0
3287,106716.04823211626,18.0,647.63,0,0,0
3288,46871.22435927127,14.0,845.13,1,0,0
3289,0.0,10.0,79.24,0,0,0
3290,30165.965596801398,11.0,238.03,0,0,0
3291,40366.3037710967,11.0,315.03,1,0,0
3292,3839.9541102000267,8.0,319.55,1,0,0
3293,527.4302559677883,15.0,657.44,0,0,0
3296,0.0,8.0,45.19,1,0,0
3297,23022.005815011784,12.0,368.32,1,1,0
3299,3507.1796261175828,8.0,7.64,0,1,0
3300,51937.150485885555,12.0,558.55,0,1,0
3302,30587.89648021689,12.0,458.82,1,0,0
3303,50222.41028367702,16.0,308.56,1,0,0
3305,43417.75979098402,19.0,129.19,0,1,0
3308,39952.56855773186,14.0,558.86,1,0,0
3310,38633.6881886339,12.0,341.32,0,0,0
3312,32950.064819202606,15.0,257.69,1,0,0
3313,18069.956148502926,14.0,245.9,1,0,0
3315,60863.9344057511,14.0,623.51,0,0,0
3316,0.0,12.0,937.03,1,0,0
3317,2038.4542705971278,14.0,436.25,1,0,0
3318,42296.99036520431,17.0,426.01,1,0,0
3319,13489.484522079067,16.0,26.48,1,0,0
3321,57668.67775868669,13.0,271.52,0,0,0
3322,52544.367154574815,14.0,312.4,0,0,0
3323,40468.5086748056,14.0,110.54,1,0,0
3324,71531.53983837822,19.0,685.52,1,0,0
3325,183648.6677517784,19.0,987.44,0,0,0
3326,40397.740536234276,14.0,436.22,1,1,0
3328,68436.73782497077,16.0,218.59,0,0,0
3329,21560.743131736446,11.0,341.62,1,0,0
3332,27704.16082700632,12.0,574.29,0,0,0
3333,46457.538131300564,11.0,304.95,0,0,0
3334,33861.38318292212,12.0,317.09,1,0,0
3335,9439.186495708434,10.0,232.9,0,0,0
3339,37230.37100949094,12.0,190.39,1,0,1
3340,43400.464230064215,8.0,109.59,0,0,0
3341,72393.15478120044,16.0,871.21,0,0,1
3343,56514.57996685,11.0,74.75,0,0,0
3345,7913.698152047199,14.0,641.52,1,0,1
3346,49760.93994735676,14.0,506.07,1,0,1
3347,43331.00627676393,12.0,941.69,0,0,0
3348,203.84542705971276,12.0,750.15,1,0,0
3349,136639.59055892468,20.0,962.75,1,0,0
3350,69521.29008067214,14.0,317.7,0,0,0
3351,46537.96376186368,10.0,486.86,0,0,0
3352,51052.14204393199,12.0,154.37,0,0,0
3353,0.0,16.0,350.23,1,0,1
3354,100720.92836152819,16.0,458.35,0,0,0
3355,11789.617486338797,12.0,778.27,1,0,0
3360,46343.6771101715,12.0,75.75,1,0,1
3361,14478.477614802032,12.0,175.15,1,0,0
3363,110076.5306122449,16.0,838.54,1,0,0
3364,98553.93451067773,16.0,836.91,1,0,0
3365,46179.16766936858,16.0,135.63,1,0,0
